Papel,LWSA3,Cotação,13.82,,
Tipo,ON NM,Data últ cot,07/12/2021,,
Empresa,LOCAWEB ON NM,Min 52 sem,11.74,,
Setor,Programas e Serviços,Max 52 sem,34.99,,
Subsetor,Programas e Serviços,Vol $ méd (2m),164442000,,
Valor de mercado,8148020000,Últ balanço processado,30/09/2021,,
Valor da firma,6452140000,Nro. Ações,589582000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"6,97%",P/L,19308.10,LPA,0.00
Mês,"4,78%",P/VP,2.76,VPA,5.00
30 dias,"-37,32%",P/EBIT,258.61,Marg. Bruta,"45,6%"
12 meses,"-12,14%",PSR,11.73,Marg. EBIT,"4,5%"
2021,"-31,31%",P/Ativos,1.94,Marg. Líquida,"0,1%"
2020,"291,29%",P/Cap. Giro,4.83,EBIT / Ativo,"0,7%"
2019,"0,00%",P/Ativ Circ Liq,7.89,ROIC,"1,3%"
2018,"0,00%",Div. Yield,"0,2%",ROE,"0,0%"
2017,"0,00%",EV / EBITDA,59.23,Liquidez Corr,3.82
2016,"0,00%",EV / EBIT,204.78,Div Br/ Patrim,0.04
,,Cres. Rec (5a),"53,2%",Giro Ativos,0.17
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,4202080000,Dív. Bruta,107759000,,
Disponibilidades,1803640000,Dív. Líquida,-1695880000,,
Ativo Circulante,2284690000,Patrim. Líq,2950560000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,694491000,Receita Líquida,209137000,,
EBIT,31507000,EBIT,5067000,,
Lucro Líquido,422000,Lucro Líquido,-3736000,,
