Papel,CMIG4,Cotação,13.75,,
Tipo,PN N1,Data últ cot,07/12/2021,,
Empresa,CEMIG PN N1,Min 52 sem,9.74,,
Setor,Energia Elétrica,Max 52 sem,15.11,,
Subsetor,Energia Elétrica,Vol $ méd (2m),138724000,,
Valor de mercado,23283700000,Últ balanço processado,30/09/2021,,
Valor da firma,31468700000,Nro. Ações,1693360000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,59%",P/L,5.65,LPA,2.43
Mês,"4,64%",P/VP,1.15,VPA,11.97
30 dias,"4,09%",P/EBIT,4.55,Marg. Bruta,"19,1%"
12 meses,"23,30%",PSR,0.75,Marg. EBIT,"16,6%"
2021,"12,03%",P/Ativos,0.44,Marg. Líquida,"13,4%"
2020,"12,99%",P/Cap. Giro,8.43,EBIT / Ativo,"9,6%"
2019,"4,45%",P/Ativ Circ Liq,-1.19,ROIC,"11,0%"
2018,"116,61%",Div. Yield,"6,3%",ROE,"20,3%"
2017,"-5,63%",EV / EBITDA,5.13,Liquidez Corr,1.26
2016,"48,64%",EV / EBIT,6.15,Div Br/ Patrim,0.56
,,Cres. Rec (5a),"9,9%",Giro Ativos,0.58
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,53116700000,Dív. Bruta,11351300000,,
Disponibilidades,3166260000,Dív. Líquida,8184990000,,
Ativo Circulante,13256900000,Patrim. Líq,20262200000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,30854000000,Receita Líquida,9524670000,,
EBIT,5116180000,EBIT,1463060000,,
Lucro Líquido,4121680000,Lucro Líquido,421051000,,
