Papel,PCAR3,Cotação,22.53,,
Tipo,ON,Data últ cot,07/12/2021,,
Empresa,PÃO DE AÇÚCAR ON,Min 52 sem,20.32,,
Setor,Comércio e Distribuição,Max 52 sem,70.72,,
Subsetor,Alimentos,Vol $ méd (2m),106870000,,
Valor de mercado,6068160000,Últ balanço processado,30/09/2021,,
Valor da firma,11376200000,Nro. Ações,269337000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"1,03%",P/L,3.76,LPA,6.00
Mês,"0,58%",P/VP,0.46,VPA,49.21
30 dias,"-2,89%",P/EBIT,2.24,Marg. Bruta,"37,4%"
12 meses,"-58,72%",PSR,0.23,Marg. EBIT,"10,4%"
2021,"-61,66%",P/Ativos,0.12,Marg. Líquida,"6,7%"
2020,"-14,82%",P/Cap. Giro,-173.37,EBIT / Ativo,"5,6%"
2019,"5,60%",P/Ativ Circ Liq,-0.33,ROIC,"7,4%"
2018,"1,26%",Div. Yield,"9,6%",ROE,"12,2%"
2017,"80,77%",EV / EBITDA,2.55,Liquidez Corr,1.00
2016,"-14,77%",EV / EBIT,4.21,Div Br/ Patrim,0.74
,,Cres. Rec (5a),"6,8%",Giro Ativos,0.53
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,48695000000,Dív. Bruta,9834000000,,
Disponibilidades,4526000000,Dív. Líquida,5308000000,,
Ativo Circulante,14256000000,Patrim. Líq,13255000000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,25931000000,Receita Líquida,12084000000,,
EBIT,2703000000,EBIT,735000000,,
Lucro Líquido,1615000000,Lucro Líquido,-89000000,,
